,,,,,INFORMACIÓN DEL CLIENTE,,,,,,,,,,,,,
ESTADO DE LA OPERACIÓN,,,,,,,Permanencia,,,,,,,,,,,
Identificación,,Días de,Estado de,,Actividad,Saldo de la,en la,Número de,Monto del,Tasa de,Ingreso,,Frecuencia,Dependencia,Tipo de,Profesión del,Bienes,
del crédito,Saldo vigente,atraso,crédito,,económica,cuota,vivienda,cuotas,crédito,interés,mensual,Sexo,de pago,ocupacional,cuota,cliente,raíces,Automóviles
4770,"8181,22 ",0,0,,10,85.43,60,36,15000,"21,6","235,00",2,1,1,2,3,0,0
4771,"29051,32 ",0,0,,6,646.18,84,24,85000,21,"4943,40",1,1,2,2,4,0,0
4772,"41736,34 ",0,0,,6,359.91,84,24,48000,20,"4943,40",1,1,2,2,4,0,0
4773,"40301,09 ",0,0,,8,382.77,144,36,69700,21,"1608,00",1,1,2,2,5,0,1
4774,"2826,30 ",0,0,,3,342.91,60,36,9000,"16,53","899,00",2,1,2,2,4,0,1
4775,"24814,34 ",0,0,,6,147.74,24,36,25000,"25,5","593,90",1,1,2,2,4,0,0
4776,"70000,00 ",0,0,,6,374.07,24,36,70000,19,"2001,03",1,1,2,2,4,0,1
4777,"70000,00 ",0,0,,6,374.07,36,36,70000,19,"2001,02",1,1,2,2,4,0,1
4778,"13516,94 ",0,0,,8,144.92,240,36,25000,24,"1860,16",1,1,1,2,3,0,1
4779,"21827,35 ",0,0,,8,189.34,240,36,32000,"25,5","1860,16",1,1,1,2,3,0,1
4780,"16379,96 ",0,0,,8,156.74,253,36,28000,22,"2091,25",1,1,2,2,3,0,1
4781,"16379,96 ",0,0,,8,156.74,240,36,28000,22,"2530,20",1,1,2,2,4,0,1
4782,"31434,65 ",0,0,,6,192.48,20,44,"39575,84","21,6","660,10",2,1,2,2,4,0,0
4783,"31434,65 ",0,0,,6,192.48,12,44,"39575,84","21,6","522,70",2,1,1,2,3,0,0
4784,"31434,65 ",0,0,,6,192.48,12,44,"39575,84","21,6","514,15",2,1,2,2,4,0,0
4785,"13184,18 ",0,0,,10,91.02,48,36,14500,31,"313,68",1,1,1,2,3,0,0
4786,"38444,04 ",0,0,,6,517.93,144,24,69700,20,"5940,80",1,1,2,2,4,0,0
4787,"34502,14 ",0,0,,6,152.69,60,48,35000,19,"643,14",2,1,2,2,4,0,0
4788,"2815,13 ",0,0,,10,144.99,48,24,19000,22,"354,66",1,1,1,2,3,0,0
4789,"14297,23 ",0,0,,8,95.82,240,30,15000,22,"417,03",1,1,2,2,5,0,1
4790,"19338,50 ",0,0,,10,194.23,48,36,34500,22,"513,00",1,1,1,2,3,0,0
4791,"21141,82 ",0,0,,10,165.26,12,36,28000,"25,5","407,00",1,1,1,2,3,0,0
4792,"33869,52 ",0,0,,10,221.99,44,36,41000,20,"805,34",1,1,1,2,3,0,0
4793,"33869,52 ",0,0,,10,221.99,12,36,41000,20,"246,00",1,1,1,2,3,0,0
4794,"33869,52 ",0,0,,10,221.99,24,36,41000,20,"478,37",1,1,1,2,3,0,0
4795,"27221,06 ",0,0,,10,158.64,12,50,"35628,02","21,6","812,60",1,1,1,2,1,0,0
4796,"2269,19 ",46,1,,6,198.38,96,36,5100,"18,02","1787,96",1,1,2,2,4,0,1
4797,"2269,19 ",46,1,,6,198.38,105,36,5100,"18,02","1992,14",1,1,2,2,4,0,1
4798,"57993,95 ",0,0,,6,412.69,60,53,93500,"21,6","3647,00",2,1,2,2,4,1,1
4799,"53060,75 ",0,0,,6,329.64,60,36,60000,20,"3647,00",2,1,2,2,4,1,1
4800,"3015,13 ",0,0,,10,229.12,60,60,61200,"16,05","974,00",1,1,1,2,4,0,0
4801,"7039,88 ",0,0,,10,57.28,60,60,15300,18,"974,00",1,1,1,2,4,0,0
4802,"33537,68 ",0,0,,5,187.05,144,36,35000,19,"949,11",1,1,2,2,4,0,0
4803,"20790,22 ",0,0,,10,123.27,193,36,22000,22,"855,00",1,1,1,2,4,0,0
4804,"32746,43 ",0,0,,3,186.81,48,36,35000,19,"1627,25",2,1,2,2,5,0,1
4805,"289,89 ",0,0,,10,29.68,12,36,750,"20,99","180,37",1,1,1,2,3,0,0
4806,"24578,33 ",0,0,,6,192.19,288,30,30000,22,"2251,00",2,1,2,2,4,0,0
4807,"100902,54 ",0,0,,6,488.9,33,47,"121205,25","21,6","3821,71",1,1,2,2,4,0,1
4808,"47428,42 ",0,0,,10,336.56,24,32,55000,22,"707,00",1,1,1,2,3,0,1
4809,"47428,42 ",0,0,,10,336.56,24,32,55000,22,"707,00",1,1,1,2,3,0,1
4810,"47428,42 ",0,0,,10,336.56,24,32,55000,22,"707,00",1,1,1,2,3,0,1
4811,"1571,83 ",0,0,,8,190.73,7,36,5000,"16,53","929,78",1,1,2,2,5,0,1
4812,"41291,65 ",0,0,,8,362.89,7,36,69000,17,"929,78",1,1,2,2,5,0,1
4813,"23914,18 ",0,0,,10,126.95,120,48,25000,"27,5","412,74",2,1,1,2,1,0,0
4814,"12930,30 ",0,0,,10,120.11,19,36,21000,24,"308,94",1,1,1,2,3,0,0
4815,"2310,63 ",0,0,,6,172.47,24,36,32000,"15,95","1047,11",1,1,2,2,4,0,1
4816,"2310,63 ",0,0,,6,172.47,60,36,32000,"15,95","576,50",1,1,2,2,4,0,0
4817,"575,34 ",0,0,,6,43.12,24,36,8000,19,"1047,11",1,1,2,2,4,0,1
4818,"575,34 ",0,0,,6,43.12,60,36,8000,19,"576,50",1,1,2,2,4,0,0
4819,"33727,28 ",0,0,,6,204.79,31,36,35000,"25,5","692,58",2,1,2,2,4,0,0
4820,"33727,28 ",0,0,,6,204.79,42,36,35000,"25,5","1313,55",2,1,2,2,4,0,0
4821,"33727,28 ",0,0,,6,204.79,48,36,35000,"25,5","2342,01",2,1,2,2,4,0,0
4822,"33727,28 ",0,0,,6,204.79,8,36,35000,"25,5","767,10",2,1,2,2,4,0,0
4823,"35000,00 ",544,1,,6,0,72,1,35000,22,"11538,71",1,3,2,3,4,0,1
4824,"11359,98 ",0,0,,8,127.93,24,36,21000,"27,5","343,00",1,1,2,2,5,0,1
4825,"11359,98 ",0,0,,8,127.93,12,36,21000,"27,5","470,99",1,1,2,2,5,0,1
4826,"97131,02 ",0,0,,8,456.82,24,48,104000,19,"1613,00",1,1,2,2,5,0,1
4827,"54042,04 ",0,0,,8,294.91,29,36,55200,19,"864,31",1,1,2,2,5,0,1
4828,"52000,20 ",0,0,,6,281.79,57,48,63000,20,"1862,28",1,1,2,2,4,0,0
4829,"52000,20 ",0,0,,6,281.79,52,48,63000,20,"1862,28",1,1,2,2,4,0,0
4830,"17492,87 ",0,0,,6,117.23,57,36,21000,22,"1862,28",1,1,2,2,4,0,0
4831,"17492,87 ",0,0,,6,117.23,52,36,21000,22,"1862,28",1,1,2,2,4,0,0
4832,"57338,92 ",0,0,,8,257.39,12,48,59000,19,"632,20",1,1,2,2,5,0,1
4833,"34993,78 ",0,0,,9,195.98,8,47,41880,"21,6","665,00",1,1,1,2,3,0,1
4834,"34993,78 ",0,0,,9,195.98,14,47,41880,"21,6","684,00",1,1,2,2,3,0,0
4835,"25252,39 ",0,0,,8,185.78,60,36,31500,"25,5","472,20",1,1,2,2,5,0,1
4836,"81819,44 ",0,0,,6,362.08,60,48,83000,19,"1090,57",2,1,1,2,4,0,0
4837,"69590,58 ",0,0,,6,313.41,48,48,70000,20,"1179,27",1,1,2,2,2,0,0
4838,"34789,67 ",0,0,,6,213.57,36,36,40000,19,"1055,09",2,1,2,2,4,0,0
4839,"64978,24 ",0,0,,10,302.95,420,48,65000,22,"1339,00",1,1,2,2,1,0,0
4840,"4833,51 ",0,0,,6,246.17,60,60,10000,"12,23","1612,00",2,1,2,2,4,0,0
4841,"4833,51 ",0,0,,6,246.17,36,60,10000,"12,23","1933,17",2,1,2,2,4,0,0
4842,"4833,51 ",0,0,,6,246.17,46,60,10000,"12,23","2011,02",2,1,2,2,4,0,0
4843,"33563,58 ",0,0,,6,192.58,60,43,"39019,3","21,6","1612,00",2,1,2,2,4,0,0
4844,"33563,58 ",0,0,,6,192.58,36,43,"39019,3","21,6","1933,17",2,1,2,2,4,0,0
4845,"33563,58 ",0,0,,6,192.58,46,43,"39019,3","21,6","2011,02",2,1,2,2,4,0,0
4846,"820,00 ",0,0,,10,84.14,204,58,4410,"21,6","1148,94",2,1,1,2,3,0,0
4847,"12756,66 ",0,0,,6,144.51,180,36,25000,24,"911,52",1,1,2,2,4,0,0
4848,"11865,30 ",105,1,,3,108.44,4,30,15000,32,"713,84",1,1,2,2,4,0,0
4849,"11865,30 ",105,1,,3,108.44,3,30,15000,32,"713,84",1,1,2,2,4,0,0
4850,"48302,99 ",0,0,,10,213.76,36,48,49000,19,"754,65",1,1,2,2,4,0,0
4851,"32043,42 ",0,0,,10,324.25,24,42,62000,"21,6","593,00",1,1,1,2,3,0,1
4852,"32043,42 ",0,0,,10,324.25,182,42,62000,"21,6","328,75",1,1,1,2,3,0,1
4853,"32043,42 ",0,0,,10,324.25,180,42,62000,"21,6","175,75",1,1,1,2,3,0,1
4854,"32043,42 ",0,0,,10,324.25,194,42,62000,"21,6","272,64",1,1,1,2,3,0,1
4855,"16212,99 ",0,0,,8,144.43,60,36,25000,24,"508,00",1,1,2,2,5,0,1
4856,"10233,83 ",0,0,,10,152.49,25,24,19500,"24,5","516,00",1,1,1,2,3,0,0
4857,"10233,83 ",0,0,,10,152.49,30,24,19500,"24,5","395,14",1,1,1,2,3,0,0
4858,"14498,44 ",0,0,,8,153.37,180,24,20000,22,"478,50",1,1,2,2,5,0,0
4859,"3956,00 ",381,1,,3,200.44,12,36,5000,"21,49","1586,42",2,1,2,2,4,0,0
4860,"16016,65 ",0,0,,8,116.64,142,36,20000,"24,5","888,00",1,1,2,2,5,1,1
4861,"46493,80 ",0,0,,6,274.97,120,36,50000,20,"1643,30",2,1,2,2,4,0,0
4862,"29792,05 ",0,0,,10,282.94,12,36,50881,21,"818,82",1,1,1,2,3,0,1
4863,"29792,05 ",0,0,,10,282.94,12,36,50881,21,"818,82",1,1,1,2,3,0,1
4864,"29792,05 ",0,0,,10,282.94,12,36,50881,21,"602,25",1,1,1,2,3,0,1
4865,"46226,83 ",0,0,,6,391.27,120,36,69700,"21,6","2147,83",1,1,2,2,4,0,0
4866,"99063,49 ",0,0,,3,342.05,108,72,104500,17,"965,00",1,1,2,2,5,0,0
4867,"28278,10 ",0,0,,3,139.59,108,48,30000,22,"965,00",1,1,2,2,5,0,0
4868,"40100,00 ",0,0,,3,6402.03,180,1,40100,20,"3218,53",1,6,2,3,2,0,0
4869,"40100,00 ",0,0,,3,6402.03,187,1,40100,20,"3162,30",1,6,2,3,4,0,1
4870,"18456,63 ",0,0,,3,195.24,132,36,35000,22,"1450,31",1,1,2,2,4,0,0
4871,"18321,38 ",0,0,,3,146.63,132,36,25000,"24,5","1450,31",1,1,2,2,4,0,0
4872,"65493,17 ",0,0,,6,382.88,60,51,87900,"21,6","6158,86",2,1,2,2,4,0,1
4873,"65493,17 ",0,0,,6,382.88,60,51,87900,"21,6","6093,00",2,1,2,2,4,0,1
4874,"65493,17 ",0,0,,6,382.88,60,51,87900,"21,6","6093,00",2,1,2,2,4,0,1
4875,"65493,17 ",0,0,,6,382.88,60,51,87900,"21,6","6093,00",2,1,2,2,4,0,1
4876,"65493,17 ",0,0,,6,382.88,60,51,87900,"21,6","6093,00",2,1,2,2,4,0,1
4877,"154044,62 ",0,0,,6,639.15,60,60,175000,17,"6158,86",2,1,2,2,4,0,1
4878,"154044,62 ",0,0,,6,639.15,60,60,175000,17,"6093,00",2,1,2,2,4,0,1
4879,"154044,62 ",0,0,,6,639.15,60,60,175000,17,"6093,00",2,1,2,2,4,0,1
4880,"154044,62 ",0,0,,6,639.15,60,60,175000,17,"6093,00",2,1,2,2,4,0,1
4881,"154044,62 ",0,0,,6,639.15,60,60,175000,17,"6093,00",2,1,2,2,4,0,1
4882,"1275,06 ",0,0,,10,197.29,127,36,5000,"21,49","1054,00",2,1,1,2,3,0,0
4883,"9765,58 ",0,0,,10,86.99,127,36,15000,24,"1054,00",2,1,1,2,3,0,0
4884,"25185,09 ",17,0,,10,168.74,127,36,30000,22,"1054,00",2,1,1,2,3,0,0
4885,"68062,36 ",0,0,,10,368.83,36,48,83000,20,"771,00",2,1,1,2,3,0,1
4886,"19622,71 ",0,0,,6,111.52,36,36,20000,22,"450,53",2,1,2,2,4,0,0
4887,"40881,06 ",0,0,,8,207.49,185,48,42000,"25,5","643,00",1,1,1,2,3,0,1
4888,"1246,03 ",0,0,,6,47.08,120,36,8800,"14,68","2758,03",2,1,2,2,4,0,0
4889,"4983,79 ",0,0,,6,188.33,120,36,35200,"15,95","2758,03",2,1,2,2,4,0,0
4890,"2239,03 ",0,0,,6,195.63,120,36,5100,"19,86","2758,03",2,1,2,2,4,0,0
4891,"25877,58 ",0,0,,10,186.67,396,60,46000,22,"641,95",2,1,1,2,3,0,0
4892,"16518,98 ",0,0,,10,184.75,24,19,20000,22,"735,00",1,1,1,2,3,0,0
4893,"51705,92 ",0,0,,6,483.7,20,36,90000,19,"420,00",1,1,2,2,4,0,1
4894,"40866,64 ",0,0,,6,230.97,20,36,42000,20,"420,00",1,1,2,2,4,0,1
4895,"17054,94 ",0,0,,6,176.21,72,36,30000,"25,5","450,39",2,1,2,2,4,0,0
4896,"19636,19 ",0,0,,10,92.8,240,48,20000,22,"545,32",1,1,1,2,3,0,0
4897,"34014,60 ",0,0,,10,152.69,42,48,35000,19,"483,16",2,1,2,2,4,0,0
4898,"24132,62 ",0,0,,8,157.48,48,36,28000,22,"615,20",1,1,2,2,5,0,1
4899,"55803,55 ",0,0,,9,218.16,71,60,56000,20,"3585,00",2,1,1,2,1,0,0
4900,"53186,28 ",0,0,,6,381.44,26,36,69700,20,"2293,00",2,1,2,2,4,0,1
4901,"53186,28 ",0,0,,6,381.44,24,36,69700,20,"2293,00",2,1,2,2,4,0,1
4902,"28766,86 ",0,0,,6,205.77,26,36,35000,"25,5","2293,00",2,1,2,2,4,0,1
4903,"28766,86 ",0,0,,6,205.77,24,36,35000,"25,5","2293,00",2,1,2,2,4,0,1
4904,"70000,00 ",0,0,,6,374.07,204,36,70000,19,"1396,14",2,1,2,2,4,0,0
4905,"2402,07 ",0,0,,10,225.36,228,36,5800,"19,37","1710,61",2,1,2,2,4,0,1
4906,"12834,06 ",0,0,,10,137.6,96,36,24000,24,"392,56",2,1,1,2,3,0,0
4907,"34014,55 ",0,0,,6,152.73,12,48,35000,19,"2815,46",1,1,2,2,4,0,1
4908,"34014,55 ",0,0,,6,152.73,60,48,35000,19,"3081,83",1,1,2,2,4,0,1
4909,"34014,55 ",0,0,,6,152.73,19,48,35000,19,"2268,78",1,1,2,2,4,0,1
4910,"43752,41 ",0,0,,6,289.98,120,48,63800,21,"747,68",2,1,2,2,4,0,1
4911,"24494,56 ",0,0,,6,232.63,76,36,42000,21,"1501,02",1,1,2,2,1,0,0
4912,"24494,56 ",0,0,,6,232.63,60,36,42000,21,"447,00",1,1,1,2,1,0,0
4913,"127973,60 ",0,0,,6,338.58,36,120,133000,17,"927,04",1,1,2,2,4,0,0
4914,"127973,60 ",0,0,,6,338.58,24,120,133000,17,"667,29",1,1,2,2,4,0,0
4915,"1738,44 ",0,0,,8,191.46,12,36,5000,"15,92","509,08",1,1,2,2,5,0,1
4916,"709,11 ",0,0,,10,96.29,135,36,2500,"16,41","373,23",2,1,1,2,1,0,1
4917,"709,11 ",0,0,,10,96.29,120,36,2500,"16,41","333,24",2,1,1,2,1,0,1
4918,"5802,94 ",0,0,,10,166.06,120,44,"32587,47","21,6","3666,00",2,1,1,2,3,0,0
4919,"28010,82 ",0,0,,6,169.85,24,36,30000,22,"354,73",2,1,2,2,4,0,1
4920,"34265,79 ",0,0,,6,186.99,6,36,35000,19,"881,46",2,1,2,2,4,0,1
4921,"34265,79 ",0,0,,6,186.99,120,36,35000,19,"1450,95",2,1,2,2,4,0,0
4922,"34265,79 ",0,0,,6,186.99,120,36,35000,19,"1450,95",2,1,2,2,4,0,0
4923,"34987,72 ",0,0,,6,203.35,16,45,"40076,44","21,6","1271,29",1,1,2,2,4,0,0
4924,"34987,72 ",0,0,,6,203.35,120,45,"40076,44","21,6","2777,00",1,1,2,2,4,0,0
4925,"34987,72 ",0,0,,6,203.35,5,45,"40076,44","21,6","926,28",1,1,2,2,3,0,0
4926,"11727,72 ",0,0,,10,87.47,120,48,19000,22,"308,00",2,1,1,2,3,0,0
4927,"17498,97 ",0,0,,3,153.35,1,24,20000,22,"822,20",1,1,2,2,4,0,0
4928,"49000,00 ",0,0,,7,147.19,24,84,49000,17,"1584,72",2,1,2,2,4,0,1
4929,"70017,17 ",0,0,,6,550.64,372,36,103500,19,"10034,12",2,1,2,2,4,0,1
4930,"70017,17 ",0,0,,6,550.64,60,36,103500,19,"10071,36",2,1,2,2,4,0,1
4931,"16966,04 ",0,0,,10,116.92,24,36,21000,22,"486,00",2,1,1,2,3,0,0
4932,"12262,91 ",0,0,,8,117.34,60,36,21000,22,"481,03",2,1,1,2,3,0,1
4933,"20844,05 ",0,0,,8,124.1,60,36,21000,"25,5","333,00",1,1,2,2,5,0,0
4934,"20844,05 ",0,0,,8,124.1,75,36,21000,"25,5","804,00",1,1,2,2,5,0,1
4935,"13782,32 ",475,1,,10,117.26,84,36,22000,"13,97","287,16",2,1,1,2,3,0,1
4936,"2513,08 ",0,0,,7,386.71,12,36,10000,"15,92","1721,23",2,1,2,2,4,0,0
4937,"9241,89 ",0,0,,9,85.85,120,36,15000,24,"325,31",1,1,1,2,3,0,0
4938,"69000,00 ",0,0,,8,368.73,24,36,69000,19,"675,96",1,1,2,2,5,0,1
4939,"20238,55 ",0,0,,3,122.72,48,36,22000,22,"814,21",2,1,2,2,4,0,0
4940,"19338,50 ",0,0,,10,194.23,48,36,34500,22,"486,00",1,1,1,2,3,0,1
4941,"38975,91 ",0,0,,7,220.28,394,36,40100,20,"775,20",2,1,2,2,4,0,0
4942,"38975,91 ",0,0,,7,220.28,360,36,40100,20,"632,25",2,1,2,2,4,0,0
4943,"8478,30 ",0,0,,7,116.95,180,24,15000,"24,5","734,62",2,1,2,2,4,0,0
4944,"11376,55 ",0,0,,10,115.9,12,36,20000,24,"306,00",1,1,1,2,3,0,0
4945,"11376,55 ",0,0,,10,115.9,24,36,20000,24,"361,00",1,1,1,2,3,0,0
4946,"8917,01 ",0,0,,8,397.92,15,60,15200,"14,05","21402,53",1,1,2,2,1,0,1
4947,"28749,45 ",0,0,,6,160.3,108,54,"42498,58","21,6","995,38",2,1,2,2,4,0,0
4948,"28749,45 ",0,0,,6,160.3,120,54,"42498,58","21,6","1290,46",2,1,2,2,4,0,0
4949,"12920,52 ",0,0,,6,84.31,108,36,15000,22,"995,38",2,1,2,2,4,0,0
4950,"12920,52 ",0,0,,6,84.31,120,36,15000,22,"1290,46",2,1,2,2,4,0,0
4951,"45967,94 ",0,0,,10,189.52,120,60,49000,20,"403,00",1,1,1,2,3,0,0
4952,"99429,80 ",0,0,,3,539.89,120,36,103000,17,"1429,00",1,1,2,2,4,0,1
4953,"99429,80 ",0,0,,3,539.89,120,36,103000,17,"1429,00",1,1,2,2,4,0,1
4954,"314,23 ",16,0,,8,0,60,36,9000,16,"1242,00",1,1,1,2,1,0,1
4955,"98697,48 ",0,0,,8,550.45,77,36,103000,19,"1033,00",2,1,2,2,5,0,1
4956,"14208,96 ",0,0,,10,84.25,36,36,15000,22,"251,26",2,1,1,2,3,0,0
4957,"5202,36 ",0,0,,10,104.02,120,24,13000,26,"266,00",1,1,1,2,3,0,0
4958,"16545,57 ",0,0,,10,197.71,120,36,35000,23,"1850,00",2,1,2,2,2,0,0
4959,"18382,47 ",0,0,,10,140.39,120,37,25000,"21,6","1850,00",2,1,2,2,2,0,0
4960,"12782,76 ",0,0,,10,94.04,204,36,16100,"25,5","329,03",1,1,1,2,3,0,0
4961,"31212,14 ",0,0,,7,181.93,10,53,38800,"21,6","1092,31",1,1,2,2,4,0,0
4962,"1094,03 ",0,0,,10,81.56,411,36,15000,20,"1018,47",1,1,1,2,3,0,0
4963,"26700,96 ",0,0,,10,249.78,411,36,46500,19,"1018,47",1,1,1,2,3,0,0
4964,"14014,25 ",0,0,,10,65.24,240,48,"14978,21","18,5","934,96",1,1,1,2,3,0,0
4965,"10210,60 ",16,0,,10,417.02,120,60,15000,"16,01","3687,00",2,1,1,2,1,0,1
4966,"10210,60 ",16,0,,10,417.02,120,60,15000,"16,01","3687,00",2,1,1,2,1,0,1
4967,"636,81 ",0,0,,6,135.39,450,30,3000,"19,95","991,64",2,1,2,2,4,0,0
4968,"636,81 ",0,0,,6,135.39,60,30,3000,"19,95","529,00",2,1,2,2,4,0,0
4969,"26102,26 ",0,0,,10,177.21,24,36,30000,"25,5","920,22",1,1,2,2,1,0,1
4970,"6563,55 ",0,0,,8,570.18,48,36,14900,"18,49","2223,00",2,1,2,2,5,0,0
4971,"27830,14 ",0,0,,8,272.39,48,24,35000,"25,5","2223,00",2,1,2,2,5,0,0
4972,"13271,31 ",0,0,,10,99.57,36,36,17000,"24,5","1503,79",1,1,1,2,1,0,1
4973,"11271,44 ",0,0,,10,78.96,60,37,14000,"21,6","397,66",2,1,1,2,3,0,0
4974,"13775,24 ",0,0,,10,83,1,41,"15937,12","21,6","347,00",2,1,1,2,3,0,0
4975,"44664,15 ",0,0,,3,224.47,36,48,50000,20,"394,60",1,1,2,2,4,0,0
4976,"1900,84 ",0,0,,6,231.58,60,36,6000,"17,53","2663,15",1,1,2,2,4,0,0
4977,"40658,97 ",0,0,,6,224.92,120,48,50000,20,"590,40",2,1,2,2,4,0,0
4978,"43181,80 ",0,0,,10,146.92,60,12,45000,15,"755,02",1,1,1,1,1,0,0
4979,"43181,80 ",0,0,,10,146.92,60,12,45000,15,"750,99",1,1,1,1,1,0,0
4980,"10199,25 ",0,0,,10,93.27,360,36,16500,22,"258,00",2,1,1,2,4,0,0
4981,"3421,91 ",0,0,,10,35.36,240,36,5950,26,"451,49",2,1,1,2,3,0,0
4982,"3421,91 ",0,0,,10,35.36,246,36,5950,26,"489,37",2,1,1,2,3,0,0
4983,"743,99 ",0,0,,10,131.61,24,36,3500,"14,12","552,00",1,1,1,2,4,0,0
4984,"1852,76 ",0,0,,3,92.92,108,36,17000,"13,77","215,00",1,1,1,2,3,0,0
4985,"1852,76 ",0,0,,3,92.92,60,36,17000,"13,77","215,00",1,1,1,2,5,0,0
4986,"16100,00 ",0,0,,3,94.69,108,36,16100,"25,5","215,00",1,1,1,2,3,0,0
4987,"16100,00 ",0,0,,3,94.69,60,36,16100,"25,5","215,00",1,1,1,2,5,0,0
4988,"40000,00 ",0,0,,6,174.54,33,48,40000,19,"1578,22",2,1,2,2,4,0,0
4989,"23261,22 ",0,0,,6,315.03,96,30,50000,21,"2130,00",1,1,2,2,4,0,0
4990,"80022,48 ",0,0,,8,415.53,120,60,104500,"20,66","1036,06",1,1,2,2,5,0,1
4991,"65492,89 ",0,0,,3,373.61,289,36,70000,19,"1242,77",2,1,2,2,4,0,0
4992,"14994,98 ",0,0,,10,69.91,48,48,15000,22,"318,94",2,1,1,2,3,0,0
4993,"2538,76 ",0,0,,9,109.16,96,36,20000,20,"783,00",2,1,1,2,1,0,0
4994,"15393,28 ",0,0,,8,138.95,60,60,40000,"13,93","231,00",1,1,1,2,5,0,0
4995,"62359,45 ",0,0,,10,262.43,60,60,69700,"18,5","486,90",1,1,1,2,3,0,0
4996,"24618,70 ",0,0,,10,310.39,12,30,49000,21,"1789,62",1,1,1,2,3,0,1
4997,"56166,99 ",0,0,,3,544.2,60,36,103800,17,"1560,20",1,1,2,2,4,0,0
4998,"33537,97 ",0,0,,6,187.05,180,36,35000,19,"928,52",1,1,2,2,5,1,1
4999,"17845,21 ",0,0,,10,173.33,120,36,30000,24,"769,00",1,1,1,2,3,0,0
5000,"59589,96 ",0,0,,6,310.56,12,48,69700,20,"1099,19",1,1,2,2,4,0,0
5001,"15000,00 ",0,0,,6,84.34,12,36,15000,22,"1099,19",1,1,2,2,4,0,0
5002,"5093,76 ",0,0,,7,194.4,120,24,25000,24,"2639,06",2,1,2,2,4,0,0
5003,"29663,41 ",0,0,,3,168.59,24,36,30000,22,"1077,82",1,1,1,2,3,0,1
5004,"18865,56 ",0,0,,6,200.91,12,36,35000,23,"1530,52",2,1,2,2,4,0,0
5005,"27756,22 ",0,0,,9,1131.57,222,8,50000,19,"4178,00",1,3,1,2,3,0,0
5006,"27756,22 ",0,0,,9,1131.57,216,8,50000,19,"660,00",1,3,1,2,5,0,0
5007,"39532,19 ",0,0,,10,224.68,60,36,40100,22,"988,00",2,1,1,2,3,0,1
5008,"12432,48 ",0,0,,10,113.69,60,24,15000,22,"299,00",1,1,1,2,3,0,0
5009,"12432,48 ",0,0,,10,113.69,12,24,15000,22,"233,24",1,1,1,2,3,0,0
5010,"12547,17 ",0,0,,10,84.09,36,36,15000,22,"242,00",1,1,1,2,3,0,0
5011,"25610,83 ",0,0,,10,167.12,12,36,30000,22,"688,66",1,1,1,2,3,0,0
5012,"66049,91 ",0,0,,8,311.24,60,60,85000,17,"794,65",1,1,2,2,5,0,1
5013,"47317,22 ",0,0,,8,209.4,180,48,48000,19,"626,00",2,1,2,2,4,0,1
5014,"12293,05 ",0,0,,10,84.72,60,36,15000,22,"368,00",1,1,1,2,3,0,0
5015,"26097,33 ",0,0,,6,198.89,6,36,35000,"21,6","1267,00",1,1,2,2,4,0,0
5016,"26097,33 ",0,0,,6,198.89,6,36,35000,"21,6","1473,00",1,1,2,2,4,0,0
5017,"934,46 ",16,0,,10,46.53,12,36,9000,16,"153,38",1,1,1,2,3,0,0
5018,"934,46 ",16,0,,10,46.53,12,36,9000,16,"153,38",1,1,1,2,3,0,0
5019,"14918,16 ",0,0,,8,94.9,36,36,17000,22,"885,47",1,1,2,2,5,0,1
5020,"8399,63 ",0,0,,7,125.76,120,24,16100,"25,5","1017,00",2,1,2,2,4,0,0
5021,"3750,25 ",0,0,,7,98.55,120,12,7000,29,"1017,00",2,1,2,2,4,0,0
5022,"1051,74 ",0,0,,3,116.38,12,36,3000,"17,13","449,68",1,1,2,2,4,0,0
5023,"25270,12 ",146,1,,6,197.44,36,36,35000,22,"1006,37",2,1,2,2,4,0,0
5024,"33216,44 ",0,0,,8,205.86,104,36,35000,"25,5","756,00",1,1,2,2,5,0,1
5025,"33216,44 ",0,0,,8,205.86,104,36,35000,"25,5","1260,00",1,1,2,2,5,0,1
5026,"17778,91 ",0,0,,6,200.12,240,36,35000,23,"548,54",1,1,2,2,4,0,1
5027,"13991,77 ",0,0,,3,127.95,60,36,"22595,27",22,"350,00",1,1,1,2,1,0,0
5028,"17132,44 ",0,0,,10,98.88,198,52,23280,"21,6","968,74",1,1,1,2,1,0,0
5029,"17132,44 ",0,0,,10,98.88,208,52,23280,"21,6","954,00",1,1,1,2,1,0,0
5030,"17132,44 ",0,0,,10,98.88,180,52,23280,"21,6","462,00",1,1,1,2,1,0,0
5031,"17132,44 ",0,0,,10,98.88,191,52,23280,"21,6","883,94",1,1,1,2,1,0,0
5032,"13289,30 ",0,0,,10,84.53,198,36,15000,22,"968,74",1,1,1,2,1,0,0
5033,"13289,30 ",0,0,,10,84.53,208,36,15000,22,"954,00",1,1,1,2,1,0,0
5034,"13289,30 ",0,0,,10,84.53,180,36,15000,22,"462,00",1,1,1,2,1,0,0
5035,"13289,30 ",0,0,,10,84.53,191,36,15000,22,"883,94",1,1,1,2,1,0,0
5036,"54045,62 ",0,0,,8,398.34,180,44,83000,"21,6","991,00",1,1,2,2,5,0,1
5037,"54045,62 ",0,0,,8,398.34,180,44,83000,"21,6","991,00",1,1,2,2,5,0,1
