,,,,,INFORMACIÓN DEL CLIENTE,,,,,,,,,,,,,
ESTADO DE LA OPERACIÓN,,,,,,,Permanencia,,,,,,,,,,,
Identificación,,Días de,Estado de,,Actividad,Saldo de la,en la,Número de,Monto del,Tasa de,Ingreso,,Frecuencia,Dependencia,Tipo de,Profesión del,Bienes,
del crédito,Saldo vigente,atraso,crédito,,económica,cuota,vivienda,cuotas,crédito,interés,mensual,Sexo,de pago,ocupacional,cuota,cliente,raíces,Automóviles
1062,"5342,07 ",442,1,,6,271.14,84,36,7000,"18,96","2331,30",2,1,2,2,4,0,1
1063,"15000,00 ",0,0,,6,69.19,120,48,15000,22,"260,00",2,1,1,2,3,0,0
1064,"4098,54 ",0,0,,10,54.91,60,24,6500,32,"189,62",2,1,1,2,3,0,0
1065,"4719,11 ",228,1,,7,41.16,60,36,7000,25,"866,36",2,1,2,2,4,0,0
1066,"4719,11 ",228,1,,7,41.16,48,36,7000,25,"857,00",2,1,2,2,4,0,0
1067,"4719,11 ",228,1,,7,41.16,48,36,7000,25,"866,00",2,1,2,2,4,0,0
1068,"9928,10 ",16,0,,7,125.07,60,24,15000,32,"866,36",2,1,2,2,4,0,0
1069,"9928,10 ",16,0,,7,125.07,48,24,15000,32,"857,00",2,1,2,2,4,0,0
1070,"9928,10 ",16,0,,7,125.07,48,24,15000,32,"866,00",2,1,2,2,4,0,0
1071,"12261,22 ",0,0,,10,84.43,12,36,15000,22,"282,26",1,1,1,2,3,0,0
1072,"13231,50 ",0,0,,10,121,268,36,21700,22,"826,00",2,1,1,2,1,0,0
1073,"13231,50 ",0,0,,10,121,244,36,21700,22,"592,00",2,1,1,2,3,0,0
1074,"55292,51 ",0,0,,8,305.88,108,36,56000,20,"1052,81",2,1,2,2,4,0,0
1075,"16172,85 ",0,0,,10,122.54,432,36,20900,"25,5","502,67",1,1,1,2,3,0,1
1076,"1410,22 ",0,0,,10,208.99,420,12,15000,"24,5","686,37",2,1,2,2,4,0,0
1077,"7188,66 ",0,0,,6,69.42,70,24,8500,29,"347,99",2,1,2,2,4,0,0
1078,"7188,66 ",0,0,,6,69.42,60,24,8500,29,"541,06",2,1,2,2,4,0,0
1079,"34932,15 ",0,0,,6,189.39,51,49,43450,"21,6","1038,17",1,1,1,2,3,0,0
1080,"34932,15 ",0,0,,6,189.39,28,49,43450,"21,6","438,43",1,1,1,2,3,0,0
1081,"34932,15 ",0,0,,6,189.39,40,49,43450,"21,6","575,07",1,1,1,2,3,0,0
1082,"989,48 ",112,1,,9,80.66,12,36,2100,"18,96","315,15",1,1,1,2,3,0,0
1083,"30032,16 ",0,0,,6,230.48,408,36,42000,20,"1408,00",2,1,2,2,4,0,1
1084,"7907,14 ",0,0,,10,164.64,12,48,38250,"14,41","400,00",1,1,1,2,3,0,0
1085,"68000,00 ",0,0,,6,305.03,60,48,68000,20,"722,78",2,1,2,2,4,0,1
1086,"38513,55 ",0,0,,9,273.23,60,60,77700,"13,43","1251,00",1,1,1,2,3,0,1
1087,"4409,04 ",0,0,,9,385.19,60,36,10000,"19,34","1251,00",1,1,1,2,3,0,1
1088,"14323,12 ",623,1,,10,109.9,12,36,20000,20,"281,43",1,1,1,2,3,0,0
1089,"17125,99 ",0,0,,8,191.54,24,24,25000,22,"861,00",1,1,2,2,5,0,1
1090,"17587,22 ",0,0,,8,112.16,381,30,18000,20,"611,03",1,1,1,2,1,0,0
1091,"17587,22 ",0,0,,8,112.16,348,30,18000,20,"800,00",1,1,1,2,1,0,0
1092,"620,58 ",0,0,,10,109.07,120,36,3000,"12,23","361,27",1,1,1,2,3,0,0
1093,"79044,15 ",0,0,,7,292.84,120,60,85000,"14,9","786,74",2,1,2,2,4,0,0
1094,"103000,00 ",0,0,,6,558.84,48,36,103000,19,"2024,61",1,1,2,2,4,0,0
1095,"12621,87 ",575,1,,9,94.99,120,36,18000,"14,18","252,00",1,1,1,2,3,0,0
1096,"14992,62 ",0,0,,6,76.93,24,50,"18505,71","21,6","374,71",2,1,2,2,4,0,0
1097,"14992,62 ",0,0,,6,76.93,84,50,"18505,71","21,6","226,00",2,1,2,2,4,0,0
1098,"32498,42 ",0,0,,6,205.75,3,36,34800,"25,5","867,38",2,1,2,2,4,0,0
1099,"70703,61 ",0,0,,6,1334.54,120,12,80000,20,"4744,67",2,3,2,2,4,0,1
1100,"63119,33 ",0,0,,10,276.66,444,60,70800,20,"2150,64",2,1,2,2,4,1,1
1101,"1957,67 ",0,0,,10,36.03,15,18,3500,32,"129,00",2,1,1,2,3,0,0
1102,"16930,33 ",0,0,,3,91.81,48,38,17500,20,"378,57",2,1,1,2,3,0,0
1103,"57338,92 ",0,0,,8,257.39,36,48,59000,19,"390,40",1,1,2,2,5,0,1
1104,"28025,10 ",0,0,,10,184.92,96,47,41000,"21,6","780,00",1,1,1,2,1,0,0
1105,"28025,10 ",0,0,,10,184.92,60,47,41000,"21,6","662,00",1,1,1,2,1,0,1
1106,"12186,83 ",0,0,,8,104.82,60,36,18000,"24,5","350,42",1,1,1,2,3,0,1
1107,"2730,71 ",0,0,,10,137.1,60,36,25000,"15,94","538,00",2,1,1,2,1,0,0
1108,"28000,00 ",0,0,,6,218.86,60,24,28000,"25,5","864,05",1,1,2,2,2,0,1
1109,"1536,82 ",0,0,,9,132.47,73,60,5000,20,"809,20",2,1,1,2,1,0,1
1110,"3840,04 ",0,0,,7,119.01,240,24,15000,26,"204,20",2,1,2,2,4,0,0
1111,"3840,04 ",0,0,,7,119.01,72,24,15000,26,"517,00",2,1,2,2,4,0,0
1112,"3840,04 ",0,0,,7,119.01,252,24,15000,26,"240,00",2,1,2,2,4,0,0
1113,"16223,96 ",0,0,,10,122.96,12,36,21000,"25,5","300,49",2,1,1,2,3,0,0
1114,"35000,00 ",0,0,,10,147.38,24,60,35000,24,"635,98",1,1,1,2,3,0,0
1115,"12916,30 ",0,0,,10,87.36,36,36,13900,31,"431,00",1,1,1,2,3,0,0
1116,"13420,99 ",0,0,,10,143.9,36,36,25000,24,"454,00",1,1,1,2,1,0,0
1117,"13492,69 ",0,0,,10,117.04,240,36,20000,"25,5","401,00",1,1,1,2,3,0,0
1118,"35538,04 ",0,0,,10,283.18,12,60,69700,22,"318,08",2,1,1,2,3,0,0
1119,"747,10 ",0,0,,10,28.99,408,12,2000,32,"261,21",1,1,1,2,3,0,0
1120,"103000,00 ",0,0,,10,15341.62,262,1,103000,21,"15455,96",1,1,1,3,5,0,0
1121,"34983,98 ",0,0,,10,165.79,319,49,"42826,31","21,6","624,72",1,1,2,2,4,0,0
1122,"34983,98 ",0,0,,10,165.79,300,49,"42826,31","21,6","774,52",1,1,2,2,4,0,0
1123,"12965,06 ",0,0,,8,276.64,120,18,28000,"25,5","718,08",2,1,2,2,5,0,1
1124,"12417,53 ",0,0,,10,110.62,340,36,19000,24,"402,00",2,1,1,2,3,0,0
1125,"12417,53 ",0,0,,10,110.62,288,36,19000,24,"338,00",2,1,1,2,3,0,0
1126,"20153,53 ",0,0,,3,117.69,60,48,24000,"25,5","475,27",2,1,1,2,3,0,0
1127,"20153,53 ",0,0,,3,117.69,48,48,24000,"25,5","162,40",2,1,1,2,3,0,0
1128,"131,90 ",0,0,,10,134.35,120,36,3500,"16,92","376,00",2,1,1,2,3,0,1
1129,"24014,41 ",95,1,,6,142.73,240,36,"25483,19",22,"1440,00",1,1,2,2,4,0,0
1130,"24014,41 ",95,1,,6,142.73,120,36,"25483,19",22,"1580,78",1,1,2,2,4,0,0
1131,"24014,41 ",95,1,,6,142.73,120,36,"25483,19",22,"1770,96",1,1,2,2,4,0,0
1132,"29594,30 ",0,0,,6,231.32,120,36,38900,"25,5","1010,00",1,1,2,2,2,0,1
1133,"4461,82 ",0,0,,6,389.79,48,36,10000,"19,31","1034,54",2,1,2,2,4,0,1
1134,"1294,46 ",0,0,,8,190.87,48,36,36000,"18,5","1040,00",2,1,2,2,4,0,1
1135,"3108,75 ",21,0,,6,55.82,468,24,7000,26,"780,17",1,1,2,2,2,0,0
1136,"100993,08 ",0,0,,6,566.47,24,47,125000,"21,6","2495,40",1,1,2,2,4,0,1
1137,"1846,08 ",0,0,,9,57.21,60,24,7200,26,"275,39",1,1,1,2,3,0,1
1138,"1846,08 ",0,0,,9,57.21,60,24,7200,26,"175,47",1,1,1,2,3,0,1
1139,"2023,44 ",0,0,,9,33.94,60,24,4000,32,"275,39",1,1,1,2,3,0,1
1140,"2023,44 ",0,0,,9,33.94,60,24,4000,32,"175,47",1,1,1,2,3,0,1
1141,"270673,26 ",0,0,,6,909.65,24,72,278000,17,"715,84",2,1,2,2,4,0,1
1142,"270673,26 ",0,0,,6,909.65,12,72,278000,17,"645,93",2,1,2,2,4,0,0
1143,"24641,37 ",0,0,,5,222.21,432,24,28000,"25,5","1026,00",1,1,1,2,1,0,0
1144,"24641,37 ",0,0,,5,222.21,24,24,28000,"25,5","903,87",1,1,1,2,3,0,0
1145,"60402,42 ",0,0,,8,394.39,96,60,108000,"13,43","4450,60",1,1,2,2,2,0,1
1146,"64432,99 ",0,0,,8,391.23,96,38,"71883,02","21,6","4450,60",1,1,2,2,2,0,1
1147,"71072,96 ",0,0,,9,305.92,180,60,80100,19,"1106,83",1,1,1,2,3,0,1
1148,"71072,96 ",0,0,,9,305.92,240,60,80100,19,"1026,00",1,1,1,2,3,0,0
1149,"71072,96 ",0,0,,9,305.92,240,60,80100,19,"1332,00",1,1,1,2,3,0,0
1150,"50740,05 ",0,0,,6,307.4,60,36,56000,20,"763,22",1,1,2,2,4,0,0
1151,"37479,80 ",0,0,,3,224.3,36,36,42000,19,"642,85",1,1,2,2,4,0,0
1152,"24825,98 ",0,0,,10,124.75,30,48,26800,22,"398,85",2,1,1,2,3,0,0
1153,"24825,98 ",0,0,,10,124.75,36,48,26800,22,"416,00",2,1,1,2,3,0,0
1154,"13688,83 ",0,0,,10,77.37,55,48,16700,"21,6","596,00",1,1,1,2,1,0,0
1155,"13688,83 ",0,0,,10,77.37,36,48,16700,"21,6","570,62",1,1,1,2,1,0,0
1156,"34904,26 ",16,0,,6,387.78,120,36,70000,21,"5292,60",1,1,2,2,4,0,1
1157,"49915,72 ",16,0,,6,306.35,120,48,70000,19,"5292,60",1,1,2,2,4,0,1
1158,"92094,07 ",0,0,,6,455.81,60,48,104000,19,"10247,41",2,1,2,2,4,0,0
1159,"92094,07 ",0,0,,6,455.81,29,48,104000,19,"4485,26",2,1,2,2,4,0,0
1160,"275000,00 ",0,0,,3,4364.38,84,12,275000,17,"13365,14",1,3,2,2,4,0,0
1161,"22511,17 ",0,0,,9,285.41,120,53,58200,"21,6","397,54",2,1,1,2,3,0,0
1162,"10557,41 ",0,0,,9,78.53,432,37,"13999,51","21,6","305,82",2,1,1,2,3,0,0
1163,"66622,98 ",0,0,,6,389.08,158,36,69000,"21,6","1255,27",1,1,2,2,4,0,0
1164,"66622,98 ",0,0,,6,389.08,84,36,69000,"21,6","1229,24",1,1,2,2,4,0,1
1165,"12331,19 ",228,1,,10,126.86,33,24,15000,32,"456,65",1,1,2,2,4,0,0
1166,"2549,73 ",0,0,,9,36.37,144,18,3500,31,"300,00",1,1,1,2,3,0,0
1167,"2549,73 ",0,0,,9,36.37,150,18,3500,31,"372,67",1,1,1,2,3,0,0
1168,"2549,73 ",0,0,,9,36.37,120,18,3500,31,"206,00",1,1,1,2,3,0,0
1169,"2527,88 ",16,0,,6,238.65,120,36,7000,"19,37","570,00",2,1,1,1,3,0,0
1170,"2527,88 ",16,0,,6,238.65,120,36,7000,"19,37","274,80",2,1,2,1,2,0,0
1171,"13229,97 ",0,0,,10,106.86,36,36,18000,"25,5","388,00",1,1,1,2,3,0,0
1172,"1996,25 ",0,0,,8,148.59,60,36,28000,"14,9","414,00",1,1,2,2,5,0,1
1173,"499,06 ",0,0,,8,37.15,60,36,7000,18,"414,00",1,1,2,2,5,0,1
1174,"6091,33 ",0,0,,8,85.56,60,36,14000,"24,45","229,11",2,1,1,2,3,0,0
1175,"12707,58 ",0,0,,10,143.95,240,36,25000,24,"536,00",1,1,1,2,3,0,1
1176,"6783,15 ",0,0,,8,71.58,240,18,7000,29,"572,42",1,1,2,2,5,0,1
1177,"25000,01 ",0,0,,6,234.97,60,30,35000,"25,5","469,21",2,1,2,2,4,0,0
1178,"20938,76 ",0,0,,6,163.67,120,36,28000,"25,5","1010,00",1,1,2,2,4,0,0
1179,"20938,76 ",0,0,,6,163.67,132,36,28000,"25,5","1036,00",1,1,2,2,5,0,1
1180,"571,56 ",0,0,,10,42.6,12,36,8000,18,"141,95",1,1,1,2,3,0,0
1181,"13669,49 ",0,0,,10,78.84,180,37,14000,"21,6","406,22",2,1,1,2,2,0,0
1182,"779,55 ",381,1,,3,0,216,24,2030,"15,92","1265,97",2,1,2,2,4,0,0
1183,"49672,53 ",0,0,,10,249.64,12,48,56000,20,"283,55",1,1,1,2,3,0,0
1184,"32620,70 ",0,0,,10,220.01,60,48,49000,"19,01","390,00",2,1,2,2,4,0,1
1185,"32620,70 ",0,0,,10,220.01,72,48,49000,"19,01","719,15",2,1,1,2,3,0,1
1186,"14688,08 ",0,0,,5,140.61,432,36,25000,22,"493,62",2,1,1,2,3,0,0
1187,"519,31 ",0,0,,10,91.35,120,36,2500,"12,23","636,28",1,1,1,2,1,0,0
1188,"6852,05 ",0,0,,10,115.74,60,12,9000,11,"402,00",2,1,1,2,1,1,1
1189,"6852,05 ",0,0,,10,115.74,43,12,9000,11,"551,37",2,1,1,2,1,0,0
1190,"12480,54 ",0,0,,9,103.86,12,55,"31212,02","21,6","692,56",1,1,1,2,3,0,0
1191,"12480,54 ",0,0,,9,103.86,240,55,"31212,02","21,6","347,00",1,1,1,2,1,0,1
1192,"12480,54 ",0,0,,9,103.86,240,55,"31212,02","21,6","639,00",1,1,1,2,3,0,1
1193,"21334,20 ",0,0,,9,107.97,12,48,25000,18,"692,56",1,1,1,2,3,0,0
1194,"21334,20 ",0,0,,9,107.97,240,48,25000,18,"347,00",1,1,1,2,1,0,1
1195,"21334,20 ",0,0,,9,107.97,240,48,25000,18,"639,00",1,1,1,2,3,0,1
1196,"18942,52 ",0,0,,8,143.53,432,36,24395,"25,5","862,00",1,1,2,2,5,0,1
1197,"3560,47 ",0,0,,6,40.59,12,36,7000,25,"367,93",1,1,1,2,3,0,0
1198,"3560,47 ",0,0,,6,40.59,18,36,7000,25,"385,00",1,1,1,2,3,0,0
1199,"76639,41 ",0,0,,8,568.09,67,36,104000,20,"2255,00",1,1,2,2,5,0,1
1200,"76639,41 ",0,0,,8,568.09,120,36,104000,20,"697,12",1,1,2,2,5,0,1
1201,"18786,35 ",0,0,,6,146.84,492,36,25000,"25,5","376,00",2,1,2,2,4,0,0
1202,"7455,86 ",0,0,,10,77.04,18,36,13000,26,"365,00",2,1,1,2,3,0,0
1203,"29374,67 ",0,0,,3,313.4,60,36,56000,22,"1751,50",1,1,2,2,4,0,0
1204,"69000,00 ",0,0,,6,941.01,120,12,69000,20,"21314,00",2,1,2,2,4,0,1
1205,"69000,00 ",0,0,,6,941.01,96,12,69000,20,"7857,56",2,1,2,2,4,0,0
1206,"12548,54 ",0,0,,10,75.79,12,43,"15409,76","21,6","273,00",2,1,1,2,3,0,0
1207,"16642,36 ",0,0,,10,112.87,12,36,20000,22,"304,68",2,1,1,2,3,0,0
1208,"16642,36 ",0,0,,10,112.87,12,36,20000,22,"422,00",2,1,1,2,3,0,0
1209,"16642,36 ",0,0,,10,112.87,12,36,20000,22,"194,30",2,1,1,2,3,0,0
1210,"17000,00 ",0,0,,10,104.1,120,36,17000,28,"534,52",1,1,2,2,1,0,0
1211,"103000,00 ",0,0,,6,556.43,72,36,103000,19,"3536,16",1,1,2,2,4,1,1
1212,"103000,00 ",0,0,,6,556.43,120,36,103000,19,"4794,00",1,1,2,2,4,0,1
1213,"103000,00 ",0,0,,6,556.43,240,36,103000,19,"1498,98",1,1,2,2,4,1,1
1214,"15651,94 ",0,0,,10,102.2,240,60,28000,"13,43","258,00",1,1,1,2,5,0,0
1215,"11664,00 ",0,0,,10,229.83,12,24,30000,22,"185,37",2,1,1,2,3,0,0
1216,"12307,58 ",0,0,,10,116.94,36,24,14000,32,"443,00",1,1,2,2,4,0,0
1217,"33893,20 ",0,0,,6,198.44,46,36,35000,"21,6","1190,16",2,1,2,2,4,0,1
1218,"1907,22 ",0,0,,10,232.42,60,36,6000,"17,53","2143,00",2,1,1,2,1,0,0
1219,"1587,05 ",0,0,,3,140.22,120,36,3500,"21,49","713,34",2,1,1,2,3,0,0
1220,"6922,43 ",0,0,,9,273.04,120,60,10000,"16,13","1538,27",2,1,1,2,1,0,0
1221,"70000,00 ",0,0,,9,311.28,24,48,70000,20,"1652,77",2,1,1,2,3,0,0
1222,"70000,00 ",0,0,,9,311.28,24,48,70000,20,"823,52",2,1,1,2,1,0,0
1223,"2281,14 ",16,0,,6,69.67,36,36,12800,"17,78","362,70",2,1,2,2,4,0,0
1224,"953,61 ",0,0,,3,116.21,24,36,3000,"17,53","850,36",1,1,2,2,2,0,0
1225,"943,39 ",0,0,,10,114.51,12,36,3000,"16,53","411,22",1,1,1,2,3,0,1
1226,"82,04 ",0,0,,8,84.02,180,24,1500,"25,34","446,36",1,1,2,2,5,0,1
1227,"9629,44 ",0,0,,10,92.14,24,36,16500,22,"414,00",2,1,1,2,3,0,0
1228,"14261,43 ",0,0,,6,196.72,624,24,25000,"24,5","1447,45",2,1,2,2,4,0,1
1229,"27675,63 ",0,0,,8,229.99,36,36,42000,"20,5","848,00",1,1,2,2,5,0,1
1230,"13676,65 ",0,0,,10,69.68,36,48,15000,22,"257,00",1,1,1,2,3,0,0
1231,"8946,29 ",0,0,,10,83.91,6,36,15000,22,"483,00",1,1,1,2,3,0,0
1232,"8946,29 ",0,0,,10,83.91,12,36,15000,22,"341,27",1,1,1,2,3,0,0
1233,"37105,34 ",0,0,,3,275.04,348,36,50000,20,"7222,66",1,1,2,2,4,0,0
1234,"698,00 ",0,0,,9,102.7,180,36,20000,16,"398,00",2,1,1,2,1,0,0
1235,"90303,86 ",0,0,,6,553.81,96,36,100000,21,"1518,42",2,1,2,2,4,0,0
1236,"90303,86 ",0,0,,6,553.81,60,36,100000,21,"1502,77",2,1,2,2,4,0,0
1237,"28060,37 ",0,0,,6,200.72,24,36,34000,"25,5","894,00",1,1,2,2,4,0,0
1238,"82580,25 ",0,0,,8,1735.65,60,9,91000,20,"2233,72",1,2,2,2,5,0,1
1239,"1706,94 ",0,0,,6,128.01,240,20,14000,26,"619,41",2,1,2,2,4,0,0
1240,"634,87 ",0,0,,6,134.22,120,36,3500,"16,2","428,00",2,1,1,2,2,0,0
1241,"5270,25 ",0,0,,9,119.81,240,41,22800,"21,6","761,00",1,1,1,2,3,0,1
1242,"9847,44 ",0,0,,10,90.22,360,36,14000,32,"232,78",1,1,2,2,4,0,0
1243,"2089,61 ",0,0,,6,196.05,96,36,5100,"17,95","822,84",2,1,2,2,4,0,0
1244,"7291,97 ",0,0,,10,66.8,120,36,10500,32,"296,00",2,1,1,2,3,0,0
1245,"60943,51 ",0,0,,6,436.97,84,36,80000,20,"1954,50",2,1,2,2,4,0,0
1246,"60943,51 ",0,0,,6,436.97,78,36,80000,20,"2064,33",2,1,2,2,4,0,0
1247,"1591,41 ",0,0,,10,131.82,12,36,3300,"21,75","327,40",1,1,1,2,3,0,0
1248,"15000,00 ",0,0,,10,69.91,264,48,15000,22,"284,00",1,1,1,2,3,0,0
1249,"15000,00 ",0,0,,10,69.91,264,48,15000,22,"284,00",1,1,1,2,3,0,0
1250,"53479,09 ",0,0,,9,208.87,60,60,56000,17,"1167,00",2,1,1,2,3,0,0
1251,"746,32 ",0,0,,8,132.12,120,36,3500,"14,03","610,33",1,1,1,2,3,0,1
1252,"15000,00 ",0,0,,6,114.25,420,24,15000,22,"479,64",2,1,2,2,4,0,0
1253,"16693,31 ",0,0,,6,353.13,96,12,25000,"25,5","3940,96",1,1,2,2,4,0,0
1254,"27218,68 ",0,0,,9,155.53,24,84,56000,"13,93","315,00",2,1,1,2,3,0,0
1255,"27218,68 ",0,0,,9,155.53,30,84,56000,"13,93","344,00",2,1,1,2,3,0,0
1256,"25183,65 ",0,0,,10,243.26,297,49,"51074,31","21,6","1246,00",1,1,1,2,4,0,0
1257,"25183,65 ",0,0,,10,243.26,280,49,"51074,31","21,6","1215,00",1,1,1,2,3,0,0
1258,"25183,65 ",0,0,,10,243.26,288,49,"51074,31","21,6","1244,17",1,1,1,2,3,0,0
1259,"18662,95 ",0,0,,10,90.76,360,48,19500,22,"302,00",1,1,1,2,3,0,0
1260,"20227,83 ",0,0,,10,111.32,120,36,21000,18,"824,00",2,1,2,2,4,0,0
1261,"20091,72 ",0,0,,8,111.19,150,48,22000,"27,5","796,23",2,1,1,2,3,0,0
1262,"20091,72 ",0,0,,8,111.19,120,48,22000,"27,5","446,00",2,1,1,2,3,0,0
1263,"6877,32 ",0,0,,10,89.45,240,36,15000,26,"418,00",1,1,1,2,3,0,0
1264,"313300,00 ",0,0,,6,48351.57,18,3,313300,19,"19155,00",1,6,2,3,4,0,1
1265,"313300,00 ",0,0,,6,48351.57,12,3,313300,19,"20600,00",1,6,2,3,4,0,1
1266,"313300,00 ",0,0,,6,48351.57,15,3,313300,19,"16950,00",1,6,2,3,4,0,1
1267,"313300,00 ",0,0,,6,48351.57,8,3,313300,19,"15000,00",1,6,2,3,4,0,1
1268,"313300,00 ",0,0,,6,48351.57,41,3,313300,19,"18091,99",1,6,2,3,4,0,1
1269,"16994,38 ",0,0,,10,147.36,204,36,25000,"25,5","534,34",1,1,1,2,3,0,0
1270,"321,85 ",0,0,,10,39.56,120,36,1000,"19,53","1042,00",1,1,1,2,3,0,0
1271,"321,85 ",0,0,,10,39.56,110,36,1000,"19,53","858,00",1,1,1,2,3,0,0
1272,"18434,77 ",0,0,,10,168.58,120,36,30000,22,"1042,00",1,1,1,2,3,0,0
1273,"18434,77 ",0,0,,10,168.58,110,36,30000,22,"858,00",1,1,1,2,3,0,0
1274,"13740,15 ",0,0,,6,165.67,360,24,21000,"24,5","945,20",2,1,2,2,4,0,0
1275,"312,99 ",0,0,,6,84.62,240,36,2200,22,"15534,80",1,1,2,2,4,0,1
1276,"139217,14 ",0,0,,6,646.73,240,55,188000,"21,6","15534,80",1,1,2,2,4,0,1
1277,"425,73 ",0,0,,3,57.79,120,36,1500,"15,6","229,00",1,1,1,2,3,0,0
1278,"21153,32 ",0,0,,10,101.39,108,48,22000,22,"433,00",2,1,1,2,3,0,0
1279,"21153,32 ",0,0,,10,101.39,12,48,22000,22,"208,61",2,1,1,2,3,0,0
1280,"39961,74 ",0,0,,3,455.49,516,41,"87500,56","21,6","674,32",2,1,1,2,3,0,0
1281,"23287,31 ",0,0,,7,141.21,48,36,25000,22,"2562,30",1,1,2,2,4,0,0
1282,"86775,74 ",0,0,,3,260.82,120,96,90000,18,"2203,76",2,1,2,2,4,0,0
1283,"86775,74 ",0,0,,3,260.82,129,96,90000,18,"1804,10",2,1,2,2,4,0,0
1284,"10659,36 ",0,0,,3,120.52,120,24,14500,32,"2203,76",2,1,2,2,4,0,0
1285,"10659,36 ",0,0,,3,120.52,129,24,14500,32,"1804,10",2,1,2,2,4,0,0
1286,"3056,98 ",0,0,,10,149.91,60,60,6000,"12,73","1258,00",1,1,1,2,1,0,0
1287,"3056,98 ",0,0,,10,149.91,70,60,6000,"12,73","1258,00",1,1,1,2,1,0,1
1288,"435,05 ",0,0,,10,428.29,60,57,"13824,1","21,6","1258,00",1,1,1,2,1,0,0
1289,"435,05 ",0,0,,10,428.29,70,57,"13824,1","21,6","1258,00",1,1,1,2,1,0,1
1290,"41650,05 ",0,0,,10,277.25,60,60,78000,16,"1258,00",1,1,1,2,1,0,0
1291,"41650,05 ",0,0,,10,277.25,70,60,78000,16,"1258,00",1,1,1,2,1,0,1
1292,"1049,51 ",0,0,,10,100.09,12,36,2500,"21,18","270,66",1,1,1,2,3,0,0
1293,"56394,43 ",0,0,,10,1155.67,36,12,70000,20,"1283,00",2,3,2,2,1,0,0
1294,"2513,00 ",0,0,,10,1351.76,60,12,12000,"13,9","1000,00",2,3,2,2,1,0,0
1295,"103000,00 ",0,0,,7,468.9,24,48,103000,21,"1689,51",2,1,2,2,4,0,0
1296,"13167,51 ",0,0,,6,174.79,120,48,41000,"13,43","880,57",2,1,2,2,4,0,0
1297,"60707,46 ",0,0,,6,380.06,60,48,84700,"21,6","1867,10",2,1,2,2,4,0,0
1298,"60707,46 ",0,0,,6,380.06,12,48,84700,"21,6","1801,08",2,1,2,2,4,0,0
1299,"23595,90 ",0,0,,6,204.68,60,36,35000,"25,5","1270,00",1,1,2,2,4,0,0
1300,"78937,80 ",0,0,,6,560.42,120,36,104000,19,"10269,83",2,1,2,2,4,0,0
1301,"1322,68 ",0,0,,10,66.74,12,24,8500,25,"258,00",1,1,1,2,3,0,0
1302,"29051,32 ",0,0,,6,646.18,136,24,85000,21,"3457,30",1,1,2,2,4,0,0
1303,"29051,32 ",0,0,,6,646.18,120,24,85000,21,"3347,23",1,1,2,2,4,0,0
1304,"29051,32 ",0,0,,6,646.18,126,24,85000,21,"3347,23",1,1,2,2,4,0,0
1305,"29051,32 ",0,0,,6,646.18,129,24,85000,21,"7866,07",1,1,2,2,4,0,0
1306,"41736,34 ",0,0,,6,359.91,136,24,48000,20,"3457,30",1,1,2,2,4,0,0
1307,"41736,34 ",0,0,,6,359.91,120,24,48000,20,"3347,23",1,1,2,2,4,0,0
1308,"41736,34 ",0,0,,6,359.91,126,24,48000,20,"3347,23",1,1,2,2,4,0,0
1309,"41736,34 ",0,0,,6,359.91,129,24,48000,20,"7866,07",1,1,2,2,4,0,0
1310,"60260,81 ",0,0,,10,381.9,48,60,105000,"13,51","3115,05",1,1,2,2,1,0,0
1311,"2589,88 ",0,0,,10,102.18,48,60,3500,"21,31","757,59",1,1,1,2,3,0,0
1312,"2589,88 ",0,0,,10,102.18,24,60,3500,"21,31","764,26",1,1,1,2,3,0,1
1313,"20244,47 ",0,0,,10,101.5,48,60,25000,22,"757,59",1,1,1,2,3,0,0
1314,"20244,47 ",0,0,,10,101.5,24,60,25000,22,"764,26",1,1,1,2,3,0,1
1315,"2217,09 ",21,0,,10,40.78,432,24,4900,32,"246,97",1,1,1,2,3,0,0
1316,"11870,15 ",0,0,,3,141.84,60,36,25000,23,"1348,93",1,1,2,2,4,0,0
1317,"21987,44 ",0,0,,9,488.58,180,36,89000,21,"2214,21",1,1,1,2,3,0,1
1318,"15911,82 ",0,0,,6,91.3,84,48,18500,"25,5","401,72",1,1,1,2,3,0,0
1319,"15911,82 ",0,0,,6,91.3,72,48,18500,"25,5","380,20",1,1,1,2,3,0,0
1320,"13205,53 ",0,0,,6,110.42,120,30,16500,"25,5","420,00",1,1,1,2,2,0,0
1321,"13516,94 ",0,0,,8,144.92,240,36,25000,24,"940,70",1,1,1,2,3,0,1
1322,"21827,35 ",0,0,,8,189.34,240,36,32000,"25,5","940,70",1,1,1,2,3,0,1
1323,"1655,49 ",0,0,,8,135.5,12,36,3500,22,"479,40",1,1,2,2,5,0,1
1324,"20695,94 ",0,0,,10,137.14,12,60,39000,"13,43","618,89",1,1,1,2,3,0,0
1325,"11559,17 ",0,0,,3,185.51,432,17,18200,22,"1165,60",1,1,2,2,4,0,0
1326,"11559,17 ",0,0,,3,185.51,240,17,18200,22,"1185,38",1,1,2,2,4,0,0
1327,"11559,17 ",0,0,,3,185.51,432,17,18200,22,"2020,72",1,1,2,2,4,0,1
1328,"772,98 ",112,1,,6,17.37,60,36,3000,"19,96","322,00",2,1,1,2,2,0,0
1329,"772,98 ",112,1,,6,17.37,240,36,3000,"19,96","208,27",2,1,1,2,2,0,0
